t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1282.40, 0.24121416, 2950.20, 0.21255265, 4631.19, 0.05992127, 6293.22, 0.11472655, 9628.66, 0.18015089, 1282.40, 0.12481467, 2950.20, 0.09794415, 4631.19, 0.00913975, 6293.22, 0.09724668, 9628.66, 0.07632911, 1282.40, 0.15483479, 2950.20, 0.13237326, 4631.19, 0.00626264, 6293.22, 0.09567013, 9628.66, 0.11654904, 1282.40, 0.13011247, 2950.20, 0.11313548, 4631.19, -0.00581786, 6293.22, 0.0285013, 9628.66, 0.11575049, 1282.40, 0.04556363, 2950.20, 0.02125513, 4631.19, 0.17351106, 7961.10, 0.32677362, 9628.66, 0.00654696, 1282.40, 0.05874107, 2950.20, 0.03560215, 4631.19, 0.11545264, 7961.10, 0.19557704, 9628.66, 0.03821375, 1282.40, 0.04341501, 2950.20, 0.01988136, 4631.19, 0.13156105, 7961.10, 0.21625828, 9628.66, 0.00735657, 1282.40, 0.03624962, 2950.20, 0.02194462, 4631.19, 0.07492569, 7961.10, 0.21191194, 9628.66, 0.02165736, 
1282.60, 0.24142741, 2950.40, 0.21304443, 4631.39, 0.06015253, 6293.42, 0.11503669, 9628.86, 0.1804486, 1282.60, 0.12455602, 2950.40, 0.09759133, 4631.39, 0.00901726, 6293.42, 0.09745561, 9628.86, 0.07641265, 1282.60, 0.15512066, 2950.40, 0.1329173, 4631.39, 0.00621242, 6293.42, 0.09606746, 9628.86, 0.11682897, 1282.60, 0.13036148, 2950.40, 0.11391167, 4631.39, -0.00597298, 6293.42, 0.02855314, 9628.86, 0.11616506, 1282.60, 0.04625075, 2950.40, 0.02138237, 4631.39, 0.17409547, 7961.30, 0.32721476, 9628.86, 0.00717082, 1282.60, 0.05902555, 2950.40, 0.03573976, 4631.39, 0.1161716, 7961.30, 0.19590485, 9628.86, 0.03861154, 1282.60, 0.04376457, 2950.40, 0.02056301, 4631.39, 0.13188308, 7961.30, 0.21657645, 9628.86, 0.0073852, 1282.60, 0.0357146, 2950.40, 0.02182341, 4631.39, 0.07515107, 7961.30, 0.21227566, 9628.86, 0.02078954, 
1282.80, 0.2414158, 2950.60, 0.2131754, 4631.59, 0.0604066, 6293.62, 0.1147881, 9629.06, 0.18021423, 1282.80, 0.12474374, 2950.60, 0.09741053, 4631.59, 0.00906739, 6293.62, 0.09749714, 9629.06, 0.07603691, 1282.80, 0.15574114, 2950.60, 0.13299013, 4631.59, 0.00597656, 6293.62, 0.09611115, 9629.06, 0.11685022, 1282.80, 0.13044452, 2950.60, 0.11426956, 4631.59, -0.00626094, 6293.62, 0.02855723, 9629.06, 0.11655593, 1282.80, 0.04715416, 2950.60, 0.0213763, 4631.59, 0.1751499, 7961.50, 0.32789708, 9629.06, 0.00799644, 1282.80, 0.05928472, 2950.60, 0.03603516, 4631.59, 0.11657834, 7961.50, 0.19606485, 9629.06, 0.03862454, 1282.80, 0.04372542, 2950.60, 0.02062439, 4631.59, 0.13183797, 7961.50, 0.21593637, 9629.06, 0.00694522, 1282.80, 0.03575147, 2950.60, 0.02151445, 4631.59, 0.07550074, 7961.50, 0.21278572, 9629.06, 0.02042041, 
1283.00, 0.24134592, 2950.80, 0.21340668, 4631.79, 0.06047196, 6293.82, 0.11497385, 9629.26, 0.18014463, 1283.00, 0.12467291, 2950.80, 0.09785531, 4631.79, 0.00923102, 6293.82, 0.09774977, 9629.26, 0.07634169, 1283.00, 0.15596122, 2950.80, 0.13288947, 4631.79, 0.00629061, 6293.82, 0.09619672, 9629.26, 0.11708157, 1283.00, 0.13079013, 2950.80, 0.11512462, 4631.79, -0.0064624, 6293.82, 0.02863989, 9629.26, 0.1165435, 1283.00, 0.04739873, 2950.80, 0.02141786, 4631.79, 0.17568246, 7961.70, 0.32856616, 9629.26, 0.00808096, 1283.00, 0.05911221, 2950.80, 0.03629107, 4631.79, 0.11661928, 7961.70, 0.19561144, 9629.26, 0.0387027, 1283.00, 0.04350091, 2950.80, 0.02076422, 4631.79, 0.13195823, 7961.70, 0.21529237, 9629.26, 0.00667537, 1283.00, 0.0358265, 2950.80, 0.02193655, 4631.79, 0.07559125, 7961.70, 0.21331527, 9629.26, 0.02052932, 
1283.20, 0.24159835, 2951.00, 0.2129462, 4631.99, 0.06096724, 6294.02, 0.11555109, 9629.46, 0.1797473, 1283.20, 0.1246811, 2951.00, 0.09794481, 4631.99, 0.00909038, 6294.02, 0.09816145, 9629.46, 0.07635755, 1283.20, 0.15659916, 2951.00, 0.13340103, 4631.99, 0.00701589, 6294.02, 0.09676077, 9629.46, 0.11772261, 1283.20, 0.13092423, 2951.00, 0.11482829, 4631.99, -0.0070639, 6294.02, 0.02833591, 9629.46, 0.1161047, 1283.20, 0.04697687, 2951.00, 0.02104008, 4631.99, 0.17576268, 7961.90, 0.32851092, 9629.46, 0.00777795, 1283.20, 0.05964262, 2951.00, 0.03658436, 4631.99, 0.1170781, 7961.90, 0.19573651, 9629.46, 0.03898728, 1283.20, 0.04358495, 2951.00, 0.02121996, 4631.99, 0.13223641, 7961.90, 0.21519879, 9629.46, 0.00654692, 1283.20, 0.0359681, 2951.00, 0.02188205, 4631.99, 0.07601649, 7961.90, 0.21405849, 9629.46, 0.01987519, 
1283.40, 0.24246942, 2951.20, 0.21266055, 4632.19, 0.06138151, 6294.22, 0.11591162, 9629.66, 0.17975359, 1283.40, 0.12564477, 2951.20, 0.09841265, 4632.19, 0.00943034, 6294.22, 0.09869101, 9629.66, 0.0769533, 1283.40, 0.15624121, 2951.20, 0.13344919, 4632.19, 0.00689795, 6294.22, 0.09660472, 9629.66, 0.11774198, 1283.40, 0.13158881, 2951.20, 0.11521255, 4632.19, -0.00695425, 6294.22, 0.0288791, 9629.66, 0.11622203, 1283.40, 0.04711903, 2951.20, 0.02140002, 4632.19, 0.17553178, 7962.10, 0.32883827, 9629.66, 0.0080731, 1283.40, 0.05998551, 2951.20, 0.03691045, 4632.19, 0.11759333, 7962.10, 0.19610144, 9629.66, 0.03900759, 1283.40, 0.04389658, 2951.20, 0.02171887, 4632.19, 0.13234631, 7962.10, 0.21525627, 9629.66, 0.00669726, 1283.40, 0.0367347, 2951.20, 0.02170607, 4632.19, 0.07637388, 7962.10, 0.2143747, 9629.66, 0.01975084, 
1283.60, 0.24269378, 2951.40, 0.21272531, 4632.39, 0.06164403, 6294.42, 0.11628572, 9629.86, 0.17967579, 1283.60, 0.12629926, 2951.40, 0.0986016, 4632.39, 0.00983179, 6294.42, 0.09905237, 9629.86, 0.07762281, 1283.60, 0.15608722, 2951.40, 0.13296995, 4632.39, 0.00690034, 6294.42, 0.09649112, 9629.86, 0.11743016, 1283.60, 0.13161078, 2951.40, 0.11571186, 4632.39, -0.00760713, 6294.42, 0.02972854, 9629.86, 0.11599153, 1283.60, 0.04700595, 2951.40, 0.02146208, 4632.39, 0.17571883, 7962.30, 0.32851986, 9629.86, 0.00832743, 1283.60, 0.0601302, 2951.40, 0.0371006, 4632.39, 0.11795541, 7962.30, 0.19586229, 9629.86, 0.03909046, 1283.60, 0.04402796, 2951.40, 0.02218319, 4632.39, 0.13271441, 7962.30, 0.21501782, 9629.86, 0.00732808, 1283.60, 0.03693539, 2951.40, 0.02164763, 4632.39, 0.07632553, 7962.30, 0.21498473, 9629.86, 0.01981476, 
1283.80, 0.24317331, 2951.60, 0.21314753, 4632.59, 0.06226807, 6294.62, 0.11702086, 9630.06, 0.17976759, 1283.80, 0.12622267, 2951.60, 0.09910773, 4632.59, 0.01024195, 6294.62, 0.09950678, 9630.06, 0.07798438, 1283.80, 0.15672929, 2951.60, 0.13361488, 4632.59, 0.00751358, 6294.62, 0.09712143, 9630.06, 0.11794905, 1283.80, 0.13295451, 2951.60, 0.11673893, 4632.59, -0.00667406, 6294.62, 0.03099103, 9630.06, 0.1167924, 1283.80, 0.04644911, 2951.60, 0.02098451, 4632.59, 0.17613138, 7962.50, 0.32859001, 9630.06, 0.00877406, 1283.80, 0.06051352, 2951.60, 0.03735925, 4632.59, 0.11858544, 7962.50, 0.19614606, 9630.06, 0.03950283, 1283.80, 0.04415526, 2951.60, 0.02196409, 4632.59, 0.13272674, 7962.50, 0.21488879, 9630.06, 0.00711338, 1283.80, 0.03757163, 2951.60, 0.02226851, 4632.59, 0.07693669, 7962.50, 0.21585543, 9630.06, 0.02078696, 
1284.00, 0.24335298, 2951.80, 0.21365444, 4632.79, 0.06240306, 6294.82, 0.11764161, 9630.26, 0.17971521, 1284.00, 0.12651261, 2951.80, 0.09941838, 4632.79, 0.01022905, 6294.82, 0.09990086, 9630.26, 0.07792565, 1284.00, 0.1569343, 2951.80, 0.13416566, 4632.79, 0.0076586, 6294.82, 0.0967799, 9630.26, 0.11780402, 1284.00, 0.13345247, 2951.80, 0.1171604, 4632.79, -0.00656237, 6294.82, 0.03181073, 9630.26, 0.11750906, 1284.00, 0.04600146, 2951.80, 0.02081751, 4632.79, 0.17637262, 7962.70, 0.32864149, 9630.26, 0.00897797, 1284.00, 0.06032061, 2951.80, 0.03746393, 4632.79, 0.11859935, 7962.70, 0.19629023, 9630.26, 0.03956129, 1284.00, 0.04436968, 2951.80, 0.02275582, 4632.79, 0.13328313, 7962.70, 0.21472406, 9630.26, 0.00724221, 1284.00, 0.03837769, 2951.80, 0.02262214, 4632.79, 0.07804022, 7962.70, 0.2162667, 9630.26, 0.02098732, 
1284.20, 0.24435265, 2952.00, 0.214536, 4632.99, 0.06319038, 6295.02, 0.11845469, 9630.46, 0.1803369, 1284.20, 0.12656431, 2952.00, 0.09913583, 4632.99, 0.00966946, 6295.02, 0.10008276, 9630.46, 0.07801037, 1284.20, 0.15669773, 2952.00, 0.1340711, 4632.99, 0.00752654, 6295.02, 0.09676085, 9630.46, 0.1177767, 1284.20, 0.13412888, 2952.00, 0.11763499, 4632.99, -0.00605602, 6295.02, 0.03242304, 9630.46, 0.11808778, 1284.20, 0.0463997, 2952.00, 0.02138794, 4632.99, 0.17693737, 7962.90, 0.32945514, 9630.46, 0.00973276, 1284.20, 0.06053418, 2952.00, 0.03782615, 4632.99, 0.11887378, 7962.90, 0.19618764, 9630.46, 0.0399785, 1284.20, 0.04482959, 2952.00, 0.02333853, 4632.99, 0.13436768, 7962.90, 0.21506287, 9630.46, 0.00728944, 1284.20, 0.0387545, 2952.00, 0.02266841, 4632.99, 0.07825904, 7962.90, 0.21646348, 9630.46, 0.02119076, 
1284.40, 0.24474201, 2952.20, 0.21526792, 4633.19, 0.06337557, 6295.22, 0.11910894, 9630.66, 0.18082865, 1284.40, 0.12634396, 2952.20, 0.09893495, 4633.19, 0.00926164, 6295.22, 0.09983716, 9630.66, 0.07794029, 1284.40, 0.15646017, 2952.20, 0.13440647, 4633.19, 0.00775695, 6295.22, 0.09676364, 9630.66, 0.11807522, 1284.40, 0.13455372, 2952.20, 0.1181957, 4633.19, -0.00546262, 6295.22, 0.03316014, 9630.66, 0.11849228, 1284.40, 0.04634485, 2952.20, 0.02143771, 4633.19, 0.17754828, 7963.10, 0.32993096, 9630.66, 0.00997606, 1284.40, 0.06058757, 2952.20, 0.03778079, 4633.19, 0.11874588, 7963.10, 0.19610278, 9630.66, 0.03989124, 1284.40, 0.04514936, 2952.20, 0.02374962, 4633.19, 0.13513363, 7963.10, 0.21507005, 9630.66, 0.00776869, 1284.40, 0.03943409, 2952.20, 0.02269659, 4633.19, 0.07890025, 7963.10, 0.21737037, 9630.66, 0.02196746, 
1284.60, 0.24493768, 2952.40, 0.21607263, 4633.39, 0.06336981, 6295.42, 0.11939911, 9630.86, 0.18143525, 1284.60, 0.1263915, 2952.40, 0.09908785, 4633.39, 0.0092615, 6295.42, 0.0997661, 9630.86, 0.0780906, 1284.60, 0.1565183, 2952.40, 0.13476686, 4633.39, 0.0077129, 6295.42, 0.09636001, 9630.86, 0.11817787, 1284.60, 0.13468658, 2952.40, 0.11813308, 4633.39, -0.00554924, 6295.42, 0.03356555, 9630.86, 0.1191148, 1284.60, 0.04639434, 2952.40, 0.02165264, 4633.39, 0.17772713, 7963.30, 0.33038458, 9630.86, 0.00969937, 1284.60, 0.06030454, 2952.40, 0.03793, 4633.39, 0.11870873, 7963.30, 0.19591651, 9630.86, 0.03973351, 1284.60, 0.04494291, 2952.40, 0.02393309, 4633.39, 0.13571997, 7963.30, 0.21459161, 9630.86, 0.00767479, 1284.60, 0.03940061, 2952.40, 0.02280243, 4633.39, 0.07884181, 7963.30, 0.21761401, 9630.86, 0.02234496, 
1284.80, 0.24468347, 2952.60, 0.21596854, 4633.59, 0.06336337, 6295.62, 0.11981839, 9631.06, 0.18131335, 1284.80, 0.12732173, 2952.60, 0.09969196, 4633.59, 0.01017399, 6295.62, 0.10037769, 9631.06, 0.07851092, 1284.80, 0.1564851, 2952.60, 0.13525636, 4633.59, 0.00822945, 6295.62, 0.09649458, 9631.06, 0.11851665, 1284.80, 0.13537479, 2952.60, 0.11851254, 4633.59, -0.00530185, 6295.62, 0.03402003, 9631.06, 0.12002045, 1284.80, 0.04605361, 2952.60, 0.0222871, 4633.59, 0.17766676, 7963.50, 0.33032641, 9631.06, 0.00948252, 1284.80, 0.06035596, 2952.60, 0.03794316, 4633.59, 0.11822866, 7963.50, 0.19607686, 9631.06, 0.03980437, 1284.80, 0.04496037, 2952.60, 0.02398006, 4633.59, 0.1361109, 7963.50, 0.2139058, 9631.06, 0.00757008, 1284.80, 0.03973394, 2952.60, 0.02334789, 4633.59, 0.07884849, 7963.50, 0.21825415, 9631.06, 0.02288844, 
1285.00, 0.24469962, 2952.80, 0.21604404, 4633.79, 0.0634012, 6295.82, 0.11992901, 9631.26, 0.18155371, 1285.00, 0.12793307, 2952.80, 0.10024579, 4633.79, 0.01045696, 6295.82, 0.10086169, 9631.26, 0.07907854, 1285.00, 0.15614449, 2952.80, 0.13546711, 4633.79, 0.00799229, 6295.82, 0.09633545, 9631.26, 0.11860271, 1285.00, 0.1354442, 2952.80, 0.11883649, 4633.79, -0.00532102, 6295.82, 0.03416381, 9631.26, 0.12048323, 1285.00, 0.04553106, 2952.80, 0.02272259, 4633.79, 0.17767927, 7963.70, 0.33086471, 9631.26, 0.00953804, 1285.00, 0.05998241, 2952.80, 0.03800573, 4633.79, 0.11773168, 7963.70, 0.19575493, 9631.26, 0.03995952, 1285.00, 0.04499795, 2952.80, 0.02408518, 4633.79, 0.13659624, 7963.70, 0.21421536, 9631.26, 0.00744889, 1285.00, 0.03938624, 2952.80, 0.02323975, 4633.79, 0.07883647, 7963.70, 0.21836248, 9631.26, 0.02267349, 
1285.20, 0.24452743, 2953.00, 0.2157857, 4633.99, 0.06281005, 6296.02, 0.11970877, 9631.46, 0.18144492, 1285.20, 0.12791353, 2953.00, 0.0998359, 4633.99, 0.00980109, 6296.02, 0.1010005, 9631.46, 0.0790678, 1285.20, 0.15602097, 2953.00, 0.13565168, 4633.99, 0.00787947, 6296.02, 0.09669432, 9631.46, 0.11883823, 1285.20, 0.13635377, 2953.00, 0.11930378, 4633.99, -0.00497963, 6296.02, 0.03457527, 9631.46, 0.12126261, 1285.20, 0.04531843, 2953.00, 0.02295175, 4633.99, 0.17765749, 7963.90, 0.33070025, 9631.46, 0.00919701, 1285.20, 0.05965111, 2953.00, 0.03813061, 4633.99, 0.11738662, 7963.90, 0.19567303, 9631.46, 0.03994697, 1285.20, 0.04510792, 2953.00, 0.02400243, 4633.99, 0.13650347, 7963.90, 0.21375864, 9631.46, 0.00739954, 1285.20, 0.03916657, 2953.00, 0.02325702, 4633.99, 0.07855036, 7963.90, 0.21831812, 9631.46, 0.02250657, 
1285.40, 0.24508364, 2953.20, 0.21609067, 4634.19, 0.06294683, 6296.22, 0.12009665, 9631.66, 0.18206067, 1285.40, 0.12802254, 2953.20, 0.09911247, 4634.19, 0.0096293, 6296.22, 0.10106908, 9631.66, 0.07866202, 1285.40, 0.15590926, 2953.20, 0.13583526, 4634.19, 0.00806938, 6296.22, 0.0972268, 9631.66, 0.11892517, 1285.40, 0.13677197, 2953.20, 0.11993896, 4634.19, -0.00497027, 6296.22, 0.03465555, 9631.66, 0.12154806, 1285.40, 0.04549649, 2953.20, 0.02336321, 4634.19, 0.1779834, 7964.10, 0.33081314, 9631.66, 0.00927524, 1285.40, 0.05996393, 2953.20, 0.03823894, 4634.19, 0.11726, 7964.10, 0.19584949, 9631.66, 0.04000273, 1285.40, 0.04537263, 2953.20, 0.0242229, 4634.19, 0.13705888, 7964.10, 0.21452528, 9631.66, 0.0073078, 1285.40, 0.0387272, 2953.20, 0.02358415, 4634.19, 0.07801827, 7964.10, 0.21876353, 9631.66, 0.02212722, 
1285.60, 0.24544627, 2953.40, 0.21666253, 4634.39, 0.06317463, 6296.42, 0.120515, 9631.86, 0.18298724, 1285.60, 0.12782991, 2953.40, 0.09906468, 4634.39, 0.00970122, 6296.42, 0.10118377, 9631.86, 0.07821955, 1285.60, 0.15557109, 2953.40, 0.13582198, 4634.39, 0.00789075, 6296.42, 0.09741841, 9631.86, 0.11887575, 1285.60, 0.13693959, 2953.40, 0.11984901, 4634.39, -0.00554071, 6296.42, 0.03412841, 9631.86, 0.12192326, 1285.60, 0.04577726, 2953.40, 0.02377464, 4634.39, 0.17852006, 7964.30, 0.33113677, 9631.86, 0.00943592, 1285.60, 0.05997893, 2953.40, 0.03848912, 4634.39, 0.11708741, 7964.30, 0.19539641, 9631.86, 0.04063665, 1285.60, 0.04551512, 2953.40, 0.02403282, 4634.39, 0.13711624, 7964.30, 0.21485487, 9631.86, 0.00753137, 1285.60, 0.03832646, 2953.40, 0.02303617, 4634.39, 0.07795933, 7964.30, 0.21850764, 9631.86, 0.02191958, 
1285.80, 0.24596409, 2953.60, 0.21693681, 4634.59, 0.06374422, 6296.62, 0.12103947, 9632.06, 0.18322208, 1285.80, 0.12736293, 2953.60, 0.09894905, 4634.59, 0.0101216, 6296.62, 0.10139228, 9632.06, 0.07805076, 1285.80, 0.15521735, 2953.60, 0.13574695, 4634.59, 0.00829289, 6296.62, 0.09807788, 9632.06, 0.11857154, 1285.80, 0.13728284, 2953.60, 0.12050968, 4634.59, -0.0055324, 6296.62, 0.03405287, 9632.06, 0.12235505, 1285.80, 0.04604029, 2953.60, 0.02366037, 4634.59, 0.17873791, 7964.50, 0.33156143, 9632.06, 0.0095141, 1285.80, 0.06007644, 2953.60, 0.03826585, 4634.59, 0.11687504, 7964.50, 0.19511873, 9632.06, 0.04084929, 1285.80, 0.04525954, 2953.60, 0.02383216, 4634.59, 0.13708994, 7964.50, 0.21506681, 9632.06, 0.00754903, 1285.80, 0.03794061, 2953.60, 0.02233836, 4634.59, 0.07745835, 7964.50, 0.21858368, 9632.06, 0.02179107, 
1286.00, 0.24657652, 2953.80, 0.21736237, 4634.79, 0.06451677, 6296.82, 0.12178034, 9632.26, 0.18414306, 1286.00, 0.12773851, 2953.80, 0.0989843, 4634.79, 0.01075881, 6296.82, 0.10200761, 9632.26, 0.07801129, 1286.00, 0.15492913, 2953.80, 0.13551585, 4634.79, 0.0082325, 6296.82, 0.09868051, 9632.26, 0.11762108, 1286.00, 0.1377365, 2953.80, 0.12117658, 4634.79, -0.00512206, 6296.82, 0.03377093, 9632.26, 0.12316778, 1286.00, 0.04610194, 2953.80, 0.02354741, 4634.79, 0.17874114, 7964.70, 0.33145899, 9632.26, 0.0093471, 1286.00, 0.06004966, 2953.80, 0.03868077, 4634.79, 0.11727847, 7964.70, 0.19486399, 9632.26, 0.0411969, 1286.00, 0.04510986, 2953.80, 0.02380293, 4634.79, 0.13712378, 7964.70, 0.21537595, 9632.26, 0.00798274, 1286.00, 0.03759301, 2953.80, 0.02271326, 4634.79, 0.07775076, 7964.70, 0.21918845, 9632.26, 0.02254656, 
1286.20, 0.24703111, 2954.00, 0.21762274, 4634.99, 0.06456867, 6297.02, 0.12262323, 9632.46, 0.18455586, 1286.20, 0.12770823, 2954.00, 0.0989455, 4634.99, 0.01085967, 6297.02, 0.10238695, 9632.46, 0.07790386, 1286.20, 0.15509099, 2954.00, 0.13575426, 4634.99, 0.00855757, 6297.02, 0.09919355, 9632.46, 0.11757693, 1286.20, 0.13851694, 2954.00, 0.12181471, 4634.99, -0.00448706, 6297.02, 0.03402761, 9632.46, 0.12397549, 1286.20, 0.04644647, 2954.00, 0.02366585, 4634.99, 0.17905343, 7964.90, 0.3313027, 9632.46, 0.00961427, 1286.20, 0.06021385, 2954.00, 0.03869646, 4634.99, 0.11777435, 7964.90, 0.19420668, 9632.46, 0.04115027, 1286.20, 0.04503523, 2954.00, 0.02316518, 4634.99, 0.13662793, 7964.90, 0.21524918, 9632.46, 0.00752234, 1286.20, 0.03747325, 2954.00, 0.02282321, 4634.99, 0.07819067, 7964.90, 0.22021571, 9632.46, 0.02257662, 
1286.40, 0.24750389, 2954.20, 0.21826863, 4635.19, 0.06497447, 6297.22, 0.12301835, 9632.66, 0.18518918, 1286.40, 0.12754244, 2954.20, 0.09866049, 4635.19, 0.01090405, 6297.22, 0.10277563, 9632.66, 0.07777592, 1286.40, 0.15523782, 2954.20, 0.13623884, 4635.19, 0.00879454, 6297.22, 0.09960871, 9632.66, 0.1177466, 1286.40, 0.1386112, 2954.20, 0.12193268, 4635.19, -0.00442743, 6297.22, 0.0337017, 9632.66, 0.12468832, 1286.40, 0.04662962, 2954.20, 0.0233267, 4635.19, 0.17950142, 7965.10, 0.33143434, 9632.66, 0.00951428, 1286.40, 0.06072258, 2954.20, 0.03854556, 4635.19, 0.11820465, 7965.10, 0.19420301, 9632.66, 0.04107774, 1286.40, 0.04502964, 2954.20, 0.02351495, 4635.19, 0.13614018, 7965.10, 0.21496431, 9632.66, 0.00749759, 1286.40, 0.03722146, 2954.20, 0.02242225, 4635.19, 0.07836607, 7965.10, 0.22067687, 9632.66, 0.02240605, 
1286.60, 0.24707277, 2954.40, 0.21833119, 4635.39, 0.06534278, 6297.42, 0.12287667, 9632.86, 0.1853976, 1286.60, 0.12727426, 2954.40, 0.09791877, 4635.39, 0.01053892, 6297.42, 0.10299603, 9632.86, 0.07743976, 1286.60, 0.15510356, 2954.40, 0.13626089, 4635.39, 0.00894453, 6297.42, 0.09958944, 9632.86, 0.11768358, 1286.60, 0.13932471, 2954.40, 0.12281491, 4635.39, -0.00389771, 6297.42, 0.03355824, 9632.86, 0.12520849, 1286.60, 0.04741814, 2954.40, 0.02353386, 4635.39, 0.18003026, 7965.30, 0.33174426, 9632.86, 0.00997688, 1286.60, 0.0610085, 2954.40, 0.03873681, 4635.39, 0.11865047, 7965.30, 0.19396567, 9632.86, 0.04133983, 1286.60, 0.04502409, 2954.40, 0.0238804, 4635.39, 0.13635418, 7965.30, 0.21526061, 9632.86, 0.00773973, 1286.60, 0.03749459, 2954.40, 0.02303637, 4635.39, 0.07885477, 7965.30, 0.2213651, 9632.86, 0.02259829, 
1286.80, 0.24677948, 2954.60, 0.21849518, 4635.59, 0.06581872, 6297.62, 0.12307761, 9633.06, 0.18506172, 1286.80, 0.12713249, 2954.60, 0.09741087, 4635.59, 0.01055851, 6297.62, 0.10265307, 9633.06, 0.07678699, 1286.80, 0.15533829, 2954.60, 0.13606797, 4635.59, 0.00958542, 6297.62, 0.09989237, 9633.06, 0.11777661, 1286.80, 0.13980858, 2954.60, 0.12312368, 4635.59, -0.00335897, 6297.62, 0.03338104, 9633.06, 0.12531508, 1286.80, 0.04765617, 2954.60, 0.02361108, 4635.59, 0.18074956, 7965.50, 0.33181049, 9633.06, 0.01062169, 1286.80, 0.06090953, 2954.60, 0.03880487, 4635.59, 0.11869473, 7965.50, 0.19375362, 9633.06, 0.0409818, 1286.80, 0.04518042, 2954.60, 0.02369542, 4635.59, 0.13654229, 7965.50, 0.21564426, 9633.06, 0.00762551, 1286.80, 0.03773613, 2954.60, 0.02277513, 4635.59, 0.07902283, 7965.50, 0.22186355, 9633.06, 0.02261035, 
