t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1773.20, 0.31102466, 3441.00, 0.28246918, 5121.99, 0.22121175, 6784.02, 0.23805639, 10119.46, 0.24243546, 1773.20, 0.10550036, 3441.00, 0.08383752, 5121.99, 0.07693382, 6784.02, 0.11394229, 10119.46, 0.06689468, 1773.20, 0.18409765, 3441.00, 0.16494276, 5121.99, 0.11607312, 6784.02, 0.15883494, 10119.46, 0.1483066, 1773.20, 0.33441576, 3441.00, 0.31029663, 5121.99, 0.15600459, 6784.02, 0.28591747, 10119.46, 0.27438275, 1773.20, 0.23472253, 3441.00, 0.21034257, 5121.99, 0.31846009, 8451.90, 0.40579206, 10119.46, 0.18356665, 1773.20, 0.119526, 3441.00, 0.10134308, 5121.99, 0.12906786, 8451.90, 0.18394933, 10119.46, 0.09385502, 1773.20, 0.16098567, 3441.00, 0.14329464, 5121.99, 0.20236124, 8451.90, 0.2499612, 10119.46, 0.11304868, 1773.20, 0.19139124, 3441.00, 0.17891815, 5121.99, 0.36109129, 8451.90, 0.39155298, 10119.46, 0.1902098, 
1773.40, 0.31094971, 3441.20, 0.28228761, 5122.19, 0.22126641, 6784.22, 0.23824231, 10119.66, 0.2421085, 1773.40, 0.10642892, 3441.20, 0.0844654, 5122.19, 0.07755624, 6784.22, 0.11455388, 10119.66, 0.06718589, 1773.40, 0.18396629, 3441.20, 0.16501019, 5122.19, 0.11577343, 6784.22, 0.15892643, 10119.66, 0.14857256, 1773.40, 0.33408556, 3441.20, 0.30938458, 5122.19, 0.15526814, 6784.22, 0.28521132, 10119.66, 0.27416269, 1773.40, 0.23474447, 3441.20, 0.21017773, 5122.19, 0.31797051, 8452.10, 0.40590028, 10119.66, 0.18352949, 1773.40, 0.11975938, 3441.20, 0.10125087, 5122.19, 0.1290715, 8452.10, 0.1839779, 10119.66, 0.0938104, 1773.40, 0.16071422, 3441.20, 0.14274353, 5122.19, 0.20196392, 8452.10, 0.24986356, 10119.66, 0.1126272, 1773.40, 0.19157041, 3441.20, 0.17914609, 5122.19, 0.36143841, 8452.10, 0.39193613, 10119.66, 0.19074328, 
1773.60, 0.31120299, 3441.40, 0.2826789, 5122.39, 0.22147543, 6784.42, 0.23878524, 10119.86, 0.24181835, 1773.60, 0.10664457, 3441.40, 0.08476105, 5122.39, 0.07752032, 6784.42, 0.11451486, 10119.86, 0.06708154, 1773.60, 0.18356662, 3441.40, 0.16484535, 5122.39, 0.11588081, 6784.42, 0.15864602, 10119.86, 0.14835177, 1773.60, 0.3340976, 3441.40, 0.3092769, 5122.39, 0.15491994, 6784.42, 0.28463065, 10119.86, 0.27390838, 1773.60, 0.23497973, 3441.40, 0.21002725, 5122.39, 0.31757234, 8452.30, 0.40572516, 10119.86, 0.18346659, 1773.60, 0.11977564, 3441.40, 0.10116042, 5122.39, 0.12939221, 8452.30, 0.18395348, 10119.86, 0.09365338, 1773.60, 0.16082528, 3441.40, 0.14232002, 5122.39, 0.20135282, 8452.30, 0.25008557, 10119.86, 0.11256821, 1773.60, 0.19167568, 3441.40, 0.17926759, 5122.39, 0.36122206, 8452.30, 0.39154213, 10119.86, 0.19072476, 
1773.80, 0.31125803, 3441.60, 0.28302001, 5122.59, 0.22160646, 6784.62, 0.23875057, 10120.06, 0.24218471, 1773.80, 0.10682074, 3441.60, 0.0850854, 5122.59, 0.07776218, 6784.62, 0.11492237, 10120.06, 0.06749829, 1773.80, 0.18363589, 3441.60, 0.16493176, 5122.59, 0.11621358, 6784.62, 0.15852046, 10120.06, 0.14844587, 1773.80, 0.33429343, 3441.60, 0.30945367, 5122.59, 0.15481094, 6784.62, 0.28444096, 10120.06, 0.27419864, 1773.80, 0.23463504, 3441.60, 0.21010217, 5122.59, 0.31756529, 8452.50, 0.40577054, 10120.06, 0.18335119, 1773.80, 0.11985823, 3441.60, 0.10157018, 5122.59, 0.12951642, 8452.50, 0.1842433, 10120.06, 0.09389139, 1773.80, 0.16057334, 3441.60, 0.14197293, 5122.59, 0.20108718, 8452.50, 0.25015439, 10120.06, 0.11235956, 1773.80, 0.19173194, 3441.60, 0.1795813, 5122.59, 0.36179949, 8452.50, 0.39171284, 10120.06, 0.19097281, 
1774.00, 0.31141688, 3441.80, 0.28310374, 5122.79, 0.22180483, 6784.82, 0.23843548, 10120.26, 0.2420901, 1774.00, 0.10701791, 3441.80, 0.08539669, 5122.79, 0.07812608, 6784.82, 0.11510253, 10120.26, 0.0678392, 1774.00, 0.18354731, 3441.80, 0.16505039, 5122.79, 0.1165119, 6784.82, 0.158522, 10120.26, 0.14866406, 1774.00, 0.33473987, 3441.80, 0.30943379, 5122.79, 0.1551654, 6784.82, 0.28421194, 10120.26, 0.27458761, 1774.00, 0.23469278, 3441.80, 0.21035947, 5122.79, 0.31771373, 8452.70, 0.4056855, 10120.26, 0.18355231, 1774.00, 0.12003775, 3441.80, 0.10146219, 5122.79, 0.13003635, 8452.70, 0.18446631, 10120.26, 0.09402761, 1774.00, 0.16086678, 3441.80, 0.1422444, 5122.79, 0.20123203, 8452.70, 0.25074644, 10120.26, 0.11272761, 1774.00, 0.19187798, 3441.80, 0.17904828, 5122.79, 0.36186503, 8452.70, 0.39093846, 10120.26, 0.19052312, 
1774.20, 0.31127507, 3442.00, 0.28299237, 5122.99, 0.22192643, 6785.02, 0.23825624, 10120.46, 0.24183882, 1774.20, 0.10709938, 3442.00, 0.08549766, 5122.99, 0.07873597, 6785.02, 0.11523048, 10120.46, 0.06830837, 1774.20, 0.18353021, 3442.00, 0.16477917, 5122.99, 0.11630448, 6785.02, 0.15786656, 10120.46, 0.14834675, 1774.20, 0.33475647, 3442.00, 0.30999141, 5122.99, 0.15488749, 6785.02, 0.28414971, 10120.46, 0.27493932, 1774.20, 0.23499838, 3442.00, 0.21042531, 5122.99, 0.3183498, 8452.90, 0.40591801, 10120.46, 0.1836829, 1774.20, 0.11996481, 3442.00, 0.10132403, 5122.99, 0.13006872, 8452.90, 0.184209, 10120.46, 0.09389937, 1774.20, 0.16094442, 3442.00, 0.14231406, 5122.99, 0.20085455, 8452.90, 0.25073601, 10120.46, 0.1128601, 1774.20, 0.19210865, 3442.00, 0.17886312, 5122.99, 0.36115578, 8452.90, 0.39072849, 10120.46, 0.19019244, 
1774.40, 0.3111783, 3442.20, 0.28279666, 5123.19, 0.2223496, 6785.22, 0.23820778, 10120.66, 0.24230093, 1774.40, 0.1070539, 3442.20, 0.08498627, 5123.19, 0.07902745, 6785.22, 0.11565122, 10120.66, 0.06896484, 1774.40, 0.1830442, 3442.20, 0.16487124, 5123.19, 0.11608558, 6785.22, 0.15764994, 10120.66, 0.14769591, 1774.40, 0.33475225, 3442.20, 0.3104418, 5123.19, 0.15492563, 6785.22, 0.28402904, 10120.66, 0.27507174, 1774.40, 0.23508406, 3442.20, 0.21118678, 5123.19, 0.3185542, 8453.10, 0.40604939, 10120.66, 0.18364895, 1774.40, 0.11989323, 3442.20, 0.10134836, 5123.19, 0.13030162, 8453.10, 0.1842844, 10120.66, 0.0936781, 1774.40, 0.16084498, 3442.20, 0.14213117, 5123.19, 0.20069718, 8453.10, 0.25094933, 10120.66, 0.11308699, 1774.40, 0.19206741, 3442.20, 0.17889272, 5123.19, 0.36117262, 8453.10, 0.39060992, 10120.66, 0.19015127, 
1774.60, 0.31101473, 3442.40, 0.28260835, 5123.39, 0.22284856, 6785.42, 0.23824989, 10120.86, 0.24259505, 1774.60, 0.10744772, 3442.40, 0.08481382, 5123.39, 0.07901021, 6785.42, 0.11592427, 10120.86, 0.06948333, 1774.60, 0.18327994, 3442.40, 0.16535232, 5123.39, 0.11607222, 6785.42, 0.15767199, 10120.86, 0.14736578, 1774.60, 0.33466716, 3442.40, 0.31066318, 5123.39, 0.15487139, 6785.42, 0.28418991, 10120.86, 0.27496933, 1774.60, 0.23533028, 3442.40, 0.21154211, 5123.39, 0.31935382, 8453.30, 0.40632994, 10120.86, 0.18426948, 1774.60, 0.11999009, 3442.40, 0.10173873, 5123.39, 0.130156, 8453.30, 0.18406025, 10120.86, 0.09358489, 1774.60, 0.160726, 3442.40, 0.1422745, 5123.39, 0.20071395, 8453.30, 0.25130787, 10120.86, 0.113133, 1774.60, 0.19251947, 3442.40, 0.17942607, 5123.39, 0.36178006, 8453.30, 0.39068126, 10120.86, 0.18998168, 
1774.80, 0.31126414, 3442.60, 0.28239107, 5123.59, 0.22323114, 6785.62, 0.23845608, 10121.06, 0.24279312, 1774.80, 0.10698358, 3442.60, 0.08413031, 5123.59, 0.07835312, 6785.62, 0.11521255, 10121.06, 0.06944631, 1774.80, 0.18393823, 3442.60, 0.16585697, 5123.59, 0.11609853, 6785.62, 0.15784375, 10121.06, 0.14739841, 1774.80, 0.33491459, 3442.60, 0.31124425, 5123.59, 0.15519055, 6785.62, 0.28501973, 10121.06, 0.27541496, 1774.80, 0.23535784, 3442.60, 0.21211156, 5123.59, 0.31929607, 8453.50, 0.40617803, 10121.06, 0.18411156, 1774.80, 0.11972614, 3442.60, 0.10168363, 5123.59, 0.13009445, 8453.50, 0.18362293, 10121.06, 0.09365161, 1774.80, 0.16091215, 3442.60, 0.14230478, 5123.59, 0.20083544, 8453.50, 0.25117715, 10121.06, 0.11320276, 1774.80, 0.19259381, 3442.60, 0.17907303, 5123.59, 0.36141225, 8453.50, 0.39065782, 10121.06, 0.18945877, 
1775.00, 0.31159231, 3442.80, 0.28256321, 5123.79, 0.22366022, 6785.82, 0.23858656, 10121.26, 0.24326463, 1775.00, 0.10667768, 3442.80, 0.08401532, 5123.79, 0.07856755, 6785.82, 0.11488473, 10121.26, 0.0692488, 1775.00, 0.18355322, 3442.80, 0.16567812, 5123.79, 0.1159419, 6785.82, 0.15810003, 10121.26, 0.14758944, 1775.00, 0.33460276, 3442.80, 0.31092612, 5123.79, 0.15523862, 6785.82, 0.28528885, 10121.26, 0.27525815, 1775.00, 0.23502182, 3442.80, 0.21229868, 5123.79, 0.31927964, 8453.70, 0.40581516, 10121.26, 0.1835707, 1775.00, 0.1198818, 3442.80, 0.10183118, 5123.79, 0.13010499, 8453.70, 0.18350185, 10121.26, 0.0937079, 1775.00, 0.1610232, 3442.80, 0.14260275, 5123.79, 0.20078339, 8453.70, 0.25154218, 10121.26, 0.11350902, 1775.00, 0.19280317, 3442.80, 0.17898, 5123.79, 0.36131912, 8453.70, 0.39066396, 10121.26, 0.18909823, 
1775.20, 0.31194012, 3443.00, 0.28289971, 5123.99, 0.22376137, 6786.02, 0.23901451, 10121.46, 0.24376687, 1775.20, 0.10648055, 3443.00, 0.08414059, 5123.99, 0.07852592, 6786.02, 0.11508132, 10121.46, 0.0696055, 1775.20, 0.18349242, 3443.00, 0.16555911, 5123.99, 0.11538821, 6786.02, 0.15757564, 10121.46, 0.14704184, 1775.20, 0.33518048, 3443.00, 0.31148926, 5123.99, 0.15572328, 6786.02, 0.28607634, 10121.46, 0.27581715, 1775.20, 0.23484654, 3443.00, 0.21255944, 5123.99, 0.31919157, 8453.90, 0.40548061, 10121.46, 0.18368756, 1775.20, 0.11943084, 3443.00, 0.10128742, 5123.99, 0.12979288, 8453.90, 0.18291133, 10121.46, 0.09337069, 1775.20, 0.16160097, 3443.00, 0.14292557, 5123.99, 0.2009625, 8453.90, 0.2517201, 10121.46, 0.11421389, 1775.20, 0.19324768, 3443.00, 0.17952807, 5123.99, 0.36095587, 8453.90, 0.39058976, 10121.46, 0.1893884, 
1775.40, 0.31149647, 3443.20, 0.2829058, 5124.19, 0.22366357, 6786.22, 0.23865892, 10121.66, 0.24388161, 1775.40, 0.10548449, 3443.20, 0.08396684, 5124.19, 0.07732858, 6786.22, 0.11371862, 10121.66, 0.06929111, 1775.40, 0.18276884, 3443.20, 0.1645948, 5124.19, 0.11473947, 6786.22, 0.15686346, 10121.66, 0.14578631, 1775.40, 0.33544588, 3443.20, 0.31086139, 5124.19, 0.15554802, 6786.22, 0.28619564, 10121.66, 0.27609959, 1775.40, 0.23449619, 3443.20, 0.21280092, 5124.19, 0.31879854, 8454.10, 0.40545655, 10121.66, 0.18330782, 1775.40, 0.11919739, 3443.20, 0.10131272, 5124.19, 0.1296634, 8454.10, 0.18277139, 10121.66, 0.09320254, 1775.40, 0.16114213, 3443.20, 0.14318748, 5124.19, 0.20128027, 8454.10, 0.25172062, 10121.66, 0.11424031, 1775.40, 0.19376358, 3443.20, 0.1799429, 5124.19, 0.3609967, 8454.10, 0.39115723, 10121.66, 0.18990626, 
1775.60, 0.31106707, 3443.40, 0.28312558, 5124.39, 0.22395446, 6786.42, 0.23918052, 10121.86, 0.24409931, 1775.60, 0.10573912, 3443.40, 0.08294695, 5124.39, 0.07724546, 6786.42, 0.1130751, 10121.86, 0.06947986, 1775.60, 0.18247633, 3443.40, 0.16462974, 5124.39, 0.11448538, 6786.42, 0.15673201, 10121.86, 0.14565462, 1775.60, 0.33464443, 3443.40, 0.3099402, 5124.39, 0.15489182, 6786.42, 0.28592448, 10121.86, 0.2753726, 1775.60, 0.23490081, 3443.40, 0.21294543, 5124.39, 0.31903864, 8454.30, 0.40606039, 10121.86, 0.18359314, 1775.60, 0.11907099, 3443.40, 0.10081486, 5124.39, 0.12913012, 8454.30, 0.1820781, 10121.86, 0.09244526, 1775.60, 0.16114538, 3443.40, 0.14333182, 5124.39, 0.20137498, 8454.30, 0.25132513, 10121.86, 0.1144108, 1775.60, 0.19411065, 3443.40, 0.18024246, 5124.39, 0.36122336, 8454.30, 0.39097836, 10121.86, 0.19049701, 
1775.80, 0.3111704, 3443.60, 0.28304831, 5124.59, 0.22411455, 6786.62, 0.23932543, 10122.06, 0.2439277, 1775.80, 0.10600895, 3443.60, 0.08279872, 5124.59, 0.07688948, 6786.62, 0.11270584, 10122.06, 0.06970401, 1775.80, 0.18273032, 3443.60, 0.16487261, 5124.59, 0.11440973, 6786.62, 0.15692175, 10122.06, 0.14557319, 1775.80, 0.33457839, 3443.60, 0.30946163, 5124.59, 0.15476588, 6786.62, 0.28565057, 10122.06, 0.27507294, 1775.80, 0.23452148, 3443.60, 0.21243211, 5124.59, 0.31898163, 8454.50, 0.40604699, 10122.06, 0.1835325, 1775.80, 0.11899495, 3443.60, 0.10074632, 5124.59, 0.12912805, 8454.50, 0.18243754, 10122.06, 0.09283967, 1775.80, 0.16100123, 3443.60, 0.14339846, 5124.59, 0.20138412, 8454.50, 0.25064804, 10122.06, 0.11438636, 1775.80, 0.19417292, 3443.60, 0.17996304, 5124.59, 0.36132766, 8454.50, 0.39069845, 10122.06, 0.19079027, 
1776.00, 0.31116907, 3443.80, 0.28327096, 5124.79, 0.22468678, 6786.82, 0.24002653, 10122.26, 0.24436675, 1776.00, 0.10582771, 3443.80, 0.08223815, 5124.79, 0.07684181, 6786.82, 0.11271202, 10122.26, 0.06964122, 1776.00, 0.18286995, 3443.80, 0.16465334, 5124.79, 0.11429594, 6786.82, 0.15672971, 10122.26, 0.14536885, 1776.00, 0.33462806, 3443.80, 0.3090134, 5124.79, 0.15531892, 6786.82, 0.28578185, 10122.26, 0.27505957, 1776.00, 0.23414002, 3443.80, 0.21171851, 5124.79, 0.31874618, 8454.70, 0.40576215, 10122.26, 0.1832286, 1776.00, 0.11896249, 3443.80, 0.10068679, 5124.79, 0.12886361, 8454.70, 0.18286501, 10122.26, 0.09297932, 1776.00, 0.16062739, 3443.80, 0.14271407, 5124.79, 0.20119763, 8454.70, 0.24976867, 10122.26, 0.1142544, 1776.00, 0.1939891, 3443.80, 0.1801342, 5124.79, 0.36185071, 8454.70, 0.3904553, 10122.26, 0.1910447, 
1776.20, 0.31139703, 3444.00, 0.28336724, 5124.99, 0.22461692, 6787.02, 0.24004647, 10122.46, 0.24411757, 1776.20, 0.10498823, 3444.00, 0.08171182, 5124.99, 0.07633036, 6787.02, 0.11231023, 10122.46, 0.06910035, 1776.20, 0.18220148, 3444.00, 0.16431134, 5124.99, 0.11372995, 6787.02, 0.15663464, 10122.46, 0.14520437, 1776.20, 0.3345247, 3444.00, 0.30863478, 5124.99, 0.15534595, 6787.02, 0.28557159, 10122.46, 0.27482084, 1776.20, 0.23424631, 3444.00, 0.2113632, 5124.99, 0.31878736, 8454.90, 0.40579464, 10122.46, 0.18379656, 1776.20, 0.11871843, 3444.00, 0.10054975, 5124.99, 0.12852621, 8454.90, 0.18267409, 10122.46, 0.09279602, 1776.20, 0.16015894, 3444.00, 0.14286286, 5124.99, 0.20084835, 8454.90, 0.24879149, 10122.46, 0.11391915, 1776.20, 0.19330062, 3444.00, 0.17991457, 5124.99, 0.36159889, 8454.90, 0.39017007, 10122.46, 0.19106833, 
1776.40, 0.3118407, 3444.20, 0.28373686, 5125.19, 0.22443606, 6787.22, 0.23980345, 10122.66, 0.24421604, 1776.40, 0.10512809, 3444.20, 0.08178307, 5125.19, 0.07661255, 6787.22, 0.11199335, 10122.66, 0.06847317, 1776.40, 0.1823704, 3444.20, 0.16398743, 5125.19, 0.11395672, 6787.22, 0.15668803, 10122.66, 0.14544127, 1776.40, 0.33446076, 3444.20, 0.30867671, 5125.19, 0.15516639, 6787.22, 0.28560719, 10122.66, 0.2744456, 1776.40, 0.2342074, 3444.20, 0.21098198, 5125.19, 0.3184452, 8455.10, 0.40545491, 10122.66, 0.18389025, 1776.40, 0.11905128, 3444.20, 0.1007036, 5125.19, 0.12839927, 8455.10, 0.18243635, 10122.66, 0.09291679, 1776.40, 0.1600593, 3444.20, 0.14245134, 5125.19, 0.20039541, 8455.10, 0.24860548, 10122.66, 0.11338243, 1776.40, 0.19310929, 3444.20, 0.17993747, 5125.19, 0.36087399, 8455.10, 0.39044249, 10122.66, 0.19164016, 
1776.60, 0.31196568, 3444.40, 0.28351385, 5125.39, 0.22383754, 6787.42, 0.23965423, 10122.86, 0.24425928, 1776.60, 0.10502057, 3444.40, 0.08241816, 5125.39, 0.07744185, 6787.42, 0.11226585, 10122.86, 0.06899905, 1776.60, 0.18231352, 3444.40, 0.16347378, 5125.39, 0.1141138, 6787.42, 0.15657077, 10122.86, 0.14576674, 1776.60, 0.33395262, 3444.40, 0.30872704, 5125.39, 0.15508985, 6787.42, 0.28534644, 10122.86, 0.27383522, 1776.60, 0.23388018, 3444.40, 0.21096339, 5125.39, 0.3186789, 8455.30, 0.40541307, 10122.86, 0.183818, 1776.60, 0.11906283, 3444.40, 0.10070409, 5125.39, 0.128026, 8455.30, 0.18208512, 10122.86, 0.09296368, 1776.60, 0.16004296, 3444.40, 0.14271023, 5125.39, 0.20059071, 8455.30, 0.24850226, 10122.86, 0.11310843, 1776.60, 0.19301214, 3444.40, 0.17985049, 5125.39, 0.36075541, 8455.30, 0.39047237, 10122.86, 0.19242421, 
1776.80, 0.31164269, 3444.60, 0.28325828, 5125.59, 0.22362883, 6787.62, 0.23899347, 10123.06, 0.24412036, 1776.80, 0.10506391, 3444.60, 0.08296642, 5125.59, 0.07760986, 6787.62, 0.11257637, 10123.06, 0.06907891, 1776.80, 0.18170627, 3444.60, 0.16341354, 5125.59, 0.11372842, 6787.62, 0.15620231, 10123.06, 0.14604925, 1776.80, 0.334033, 3444.60, 0.3088961, 5125.59, 0.15511483, 6787.62, 0.28522548, 10123.06, 0.27362339, 1776.80, 0.23382071, 3444.60, 0.2104892, 5125.59, 0.31857972, 8455.50, 0.40500192, 10123.06, 0.18331911, 1776.80, 0.11883618, 3444.60, 0.10093661, 5125.59, 0.1275766, 8455.50, 0.18158093, 10123.06, 0.09267366, 1776.80, 0.16008783, 3444.60, 0.14261672, 5125.59, 0.20053194, 8455.50, 0.24824379, 10123.06, 0.11302512, 1776.80, 0.19276599, 3444.60, 0.17946643, 5125.59, 0.36057629, 8455.50, 0.39071723, 10123.06, 0.19229527, 
1777.00, 0.31148986, 3444.80, 0.28329448, 5125.79, 0.22324762, 6787.82, 0.23859505, 10123.26, 0.24406465, 1777.00, 0.10536836, 3444.80, 0.08317027, 5125.79, 0.07818322, 6787.82, 0.11263566, 10123.26, 0.06913757, 1777.00, 0.18160665, 3444.80, 0.16342999, 5125.79, 0.11363979, 6787.82, 0.15602799, 10123.26, 0.14627318, 1777.00, 0.33393969, 3444.80, 0.30866581, 5125.79, 0.15489542, 6787.82, 0.28500602, 10123.26, 0.27325093, 1777.00, 0.23372282, 3444.80, 0.21002288, 5125.79, 0.31803577, 8455.70, 0.40503736, 10123.26, 0.18291464, 1777.00, 0.11884677, 3444.80, 0.10132103, 5125.79, 0.128148, 8455.70, 0.18163532, 10123.26, 0.09271172, 1777.00, 0.15965781, 3444.80, 0.1418172, 5125.79, 0.20048884, 8455.70, 0.24830016, 10123.26, 0.112835, 1777.00, 0.19306507, 3444.80, 0.18010491, 5125.79, 0.36129536, 8455.70, 0.39135734, 10123.26, 0.19308028, 
1777.20, 0.31131017, 3445.00, 0.28297645, 5125.99, 0.22333422, 6788.02, 0.23887854, 10123.46, 0.24384276, 1777.20, 0.10558399, 3445.00, 0.08312469, 5125.99, 0.07846774, 6788.02, 0.112576, 10123.46, 0.06900726, 1777.20, 0.18111069, 3445.00, 0.1630255, 5125.99, 0.11315291, 6788.02, 0.15520183, 10123.46, 0.14610687, 1777.20, 0.33353461, 3445.00, 0.30767885, 5125.99, 0.15388457, 6788.02, 0.2841424, 10123.46, 0.27209685, 1777.20, 0.23411003, 3445.00, 0.21036925, 5125.99, 0.31786803, 8455.90, 0.4051589, 10123.46, 0.18287518, 1777.20, 0.11903477, 3445.00, 0.10148673, 5125.99, 0.12779015, 8455.90, 0.18161706, 10123.46, 0.09249713, 1777.20, 0.15954306, 3445.00, 0.14140269, 5125.99, 0.20034968, 8455.90, 0.24779224, 10123.46, 0.11253085, 1777.20, 0.19313325, 3445.00, 0.18056949, 5125.99, 0.36111998, 8455.90, 0.39140953, 10123.46, 0.19323033, 
1777.40, 0.31138211, 3445.20, 0.28349848, 5126.19, 0.22356173, 6788.22, 0.23937117, 10123.66, 0.24360055, 1777.40, 0.10561598, 3445.20, 0.08281829, 5126.19, 0.07888457, 6788.22, 0.1129241, 10123.66, 0.06852946, 1777.40, 0.18055303, 3445.20, 0.16225608, 5126.19, 0.11262423, 6788.22, 0.1546765, 10123.66, 0.14634853, 1777.40, 0.33311066, 3445.20, 0.30691454, 5126.19, 0.1536098, 6788.22, 0.28378614, 10123.66, 0.27186603, 1777.40, 0.23418372, 3445.20, 0.21085661, 5126.19, 0.31844769, 8456.10, 0.40548928, 10123.66, 0.1831082, 1777.40, 0.11909572, 3445.20, 0.10172039, 5126.19, 0.12805921, 8456.10, 0.18219094, 10123.66, 0.09255454, 1777.40, 0.15947074, 3445.20, 0.14110828, 5126.19, 0.20058539, 8456.10, 0.24742681, 10123.66, 0.11182837, 1777.40, 0.19294957, 3445.20, 0.18103559, 5126.19, 0.36168749, 8456.10, 0.39203846, 10123.66, 0.19379208, 
1777.60, 0.31128848, 3445.40, 0.28423425, 5126.39, 0.22360659, 6788.42, 0.23925249, 10123.86, 0.24408856, 1777.60, 0.10569785, 3445.40, 0.08289783, 5126.39, 0.0788944, 6788.42, 0.11341053, 10123.86, 0.06847435, 1777.60, 0.18039468, 3445.40, 0.16241021, 5126.39, 0.11275309, 6788.42, 0.1538323, 10123.86, 0.14605724, 1777.60, 0.3331444, 3445.40, 0.30700226, 5126.39, 0.15345518, 6788.42, 0.28402024, 10123.86, 0.27172377, 1777.60, 0.23407817, 3445.40, 0.21093153, 5126.39, 0.31864818, 8456.30, 0.40550142, 10123.86, 0.18329452, 1777.60, 0.11912252, 3445.40, 0.10190273, 5126.39, 0.12837225, 8456.30, 0.18298158, 10123.86, 0.09317926, 1777.60, 0.15980722, 3445.40, 0.14113733, 5126.39, 0.20066219, 8456.30, 0.24777725, 10123.86, 0.11215995, 1777.60, 0.19298906, 3445.40, 0.18102963, 5126.39, 0.36168732, 8456.30, 0.39194167, 10123.86, 0.19403741, 
